Start Position (X),Start Position (Y),Start Position (Z),Destination Position (X),Destination Position (Y),Destination Position (Z),Static Object Count,Dynamic Object Count,Obstacle Position (X),Obstacle Position (Y),Obstacle Position (Z),Obstacle Velocity (X),Obstacle Velocity (Y),Obstacle Velocity (Z),Path Length (m),Obstacle Height (m),Obstacle Width (m),Obstacle Depth (m),Energy Efficiency (%),Collision Avoidance Rate (%),Daily Success Rate (%),Computation Time (ms),Pathfinding Algorithm,Pathfinding Success
9.972256274973057,3.9467033958146835,1.2300062516129557,7.352936059619415,13.875176147103424,7.274163116574106,0,3,13.542458574790412,7.286382163672791,6.543964468833715,0.9510657999992764,0.6448779682438739,0.4913044155991444,24.746603808054356,1.2278108691585201,1.2928391717430272,1.929440063504909,94.31108530355081,98.36044173255146,86.56640649215612,198,MABC,1
8.556764962657818,2.28847184441849,3.7470373923735316,10.733650014836321,14.826779340326366,7.4807098278723405,7,0,0.12952115720954893,11.71323431738518,9.20199226702873,-0.16712559958978868,0.3214243125294538,0.14742749537809718,19.183101880137443,1.2967887136439158,1.3196987393278092,2.5095520319307987,89.23939497791757,94.51085812721492,75.6521475632867,176,MABC,1
9.463719465469428,1.9850495892312114,2.8827026740458344,9.551351961342352,6.801690006296669,6.816891667690114,1,0,17.522477258386285,6.533118436302456,5.78891769378902,0.9127703316782101,0.3318027572781934,0.8955234096327838,17.52870941065489,4.619934421740911,1.9314627397700685,1.3813831769672387,81.97692930541656,91.93142742693446,92.46253508564796,192,MABC,1
1.92063597763789,1.9307374863397941,0.3906951876509218,8.253523861478484,12.912659900292198,7.305569296972763,6,2,1.3064241026524082,19.877763369118778,2.427482041247644,-0.4204758620968334,-0.17664949911061134,0.1480840430063679,8.034678016390885,4.410975388906349,2.440394936293731,1.354305321212454,74.72307423222671,89.9953032872114,94.67858932270049,193,MABC,0
5.2920766667543,3.9666509664338956,2.4465943416941354,12.307908334207806,8.365419846491521,7.991247875288648,2,3,11.593753001648547,15.563526527589795,6.346763527564288,-0.7497732242936761,0.5170741857364323,-0.09738323616780686,28.67279382356461,4.790974775494075,1.7686018270322434,2.790823911958027,71.01441944678362,90.05055197521996,91.30182848320155,199,MABC,0
1.138230293265683,0.560304622417942,3.060841856641907,10.27850619357842,13.910157247249243,5.899674225418641,9,4,16.37409884610767,17.601955140942632,4.780799705638319,-0.720658516863308,0.36290512091214633,0.48919455980794146,7.762911801653825,1.8391972421849276,2.0511505654809454,2.412150047508505,75.57102542603363,87.8498275562367,87.20589308326609,175,MABC,0
9.32596598308385,1.2631112657608257,3.984843249611589,8.015200496186985,9.26821204949579,7.027211352494293,0,4,9.59662289379384,11.296658674539268,0.2854516416632613,0.029185690549573318,0.7697047145486144,0.8582185593255727,17.656162339308317,4.853801388566975,1.9774525608248898,1.9443915751573173,80.07178376959122,97.03700944068814,86.44917890354802,144,MABC,1
0.812754468336937,8.265690557652093,4.180134533693436,9.057509683779498,8.59698979777538,5.046857736828226,2,2,15.457491007668613,16.254035665775884,1.1060226113888671,0.8449026377550259,0.9998850823328647,-0.17786233483108282,27.612167975760407,3.5978238511473037,1.647945062061341,2.4067981698936416,83.94247906229937,97.74283831367904,79.23819328148896,103,ABC,1
1.3708986500260745,7.545246777509327,3.3142605836398986,5.258220065324176,8.849968960064668,5.690837237609499,1,2,11.418185614123857,14.011317022537316,8.159286316343113,0.12399279050261791,0.5159528545975756,0.06523402715442228,13.68988416359458,1.8990959736239241,1.2879426962797325,1.7227126214918551,78.72363642277637,81.57759292200933,91.81208910460217,126,ABC,0
6.854693016833448,0.7809419518229055,3.221117128795993,8.31340426675197,8.275423061520076,5.807805267827294,5,0,10.626453324659696,5.870144352153219,8.828302436381676,0.6255390614267753,0.6866966883318675,0.85619076308568,13.678753174211792,2.923577947514571,2.5292692459454718,1.0010279100954145,70.16786881217209,93.62307865552853,83.50640100212875,124,MABC,0
9.30215456859254,3.430459766503514,1.9117726493860103,6.664130069827198,14.60683074350803,6.170427916115974,0,2,9.683942181865124,4.3395166853747895,7.416025129335954,0.5070866043427527,-0.8468136747195982,0.887186978501016,21.816904960666417,3.392548995109413,1.201912395857123,2.3034260737400434,83.95821512922686,90.43635896040233,84.85359738983817,152,MABC,1
1.3065989424349411,6.746536955574284,2.681055252713063,10.657585386541912,13.702304011890336,7.676572051933718,2,2,11.226299181188645,16.68044392341443,0.6347134881783678,-0.8084286086731312,-0.6227234288238821,0.34550066988541106,18.623659754236712,3.1947997985784466,1.489643741763654,2.286490913771065,73.86459543973366,91.72074943790328,84.30099305406951,135,ABC,0
3.366935191398298,1.9622142051526303,3.4580740802533683,12.397206307218635,7.1806173302685234,5.782124283537461,0,0,1.0968083068573886,2.8126175694686517,4.472645482192315,0.5895862292843925,0.7986129366965624,0.43551959631117887,13.518815547759996,2.205596310624394,2.0298138348000134,2.656021275753962,92.10130003491422,80.86294277045035,81.57747750165454,134,MABC,0
8.644225488097407,8.9615053226687,4.791926423400729,5.57726533529899,10.73767806966293,6.713650054379363,7,4,11.0950803899476,9.232120120784543,3.5540393824019922,0.06191433187375339,0.560223853225039,0.6927140141405457,29.480373256602274,2.6043503312069345,1.719287807118283,2.0033513170884083,83.8382929179917,89.31143862917875,87.92877990369118,174,ABC,0
